X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,PermitType,FeatureType,RMASection,ActivityText,Location,fmDate,toDate,GIS_TerritorialAuthority,GIS_Catchment,GIS_CWMSZone,GIS_Runanga,NZTMX,NZTMY
1549403.3578,5174560.4014,CRC 155576.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Bulk Material Processing,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"35 Hannover Place, Rolleston",2015-05-29,2050-05-29,Selwyn District,6821100 - Waimakariri Water Race,Selwyn - Waihora,Taumutu,1549403,5174560
1513857.7699,5183811.0013,CRC 150610.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Aitkens Road, HORORATA",2014-06-23,2044-08-25,Selwyn District,6800000 - Selwyn River,Selwyn - Waihora,Taumutu,1513857,5183811
1461550.9573,5082990.9503,CRC 930175.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Abrasive Blasting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Fraser Street, TIMARU",1995-05-12,2030-05-03,Timaru District,6990400 - Taitarakihi Creek,Orari-Temuka-Opihi-Pareora,Arowhenua,1461550,5082990
1571229.4103,5179298.5258,CRC 991686.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Christchurch Polytechnic, Moorhouse Avenue, CHRISTCHURCH",1999-03-11,2034-03-09,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1571229,5179298
1456643.466,5078689.1518,CRC 91962.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"42 Beaconsfield Road, TIMARU",2009-01-27,2044-01-26,Timaru District,7000000 - Pig Hunting Creek,Orari-Temuka-Opihi-Pareora,Arowhenua,1456643,5078689
1500609.4848,5138268.3515,CRC 103939.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"221 Walnut Avenue, ASHBURTON",2014-10-07,2034-10-07,Ashburton District,6870000 - Wakanui Creek,Ashburton,Arowhenua,1500609,5138268
1586547.2612,5258898.7061,CRC 156557.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"197 Blacks Road, CULVERDEN",2015-04-07,2044-07-28,Hurunui District,6510800 - Stony Creek,Hurunui - Waiau,Kaikoura,1586547,5258898
1562752.4496,5184856.1906,CRC 31225.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Christchurch International Airport, Memorial Avenue, HAREWOOD",2004-08-31,2039-08-27,Christchurch City,6820900 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1562752,5184856
1560973.4142,5177118.9495,CRC 990208.30,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"5 Chinook Place, HORNBY",2007-01-18,2034-11-15,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1560973,5177118
1537920.8613,5184865.2614,CRC 83569.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Crozier Drive, KIRWEE",2008-04-24,2043-04-22,Selwyn District,6822500 - Kowai/Waimak Water Race,Selwyn - Waihora,Taumutu,1537920,5184865
1478116.8909,5162095.2547,CRC 111831.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Ashburton Staveley Road, SPRINGBURN",2011-11-04,2046-07-19,Ashburton District,6880500 - Taylors Stream,Ashburton,Arowhenua,1478116,5162095
1460549.0703,5087609.9929,CRC 157889.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"122 Meadows Road, WASHDYKE",2015-06-11,2045-03-29,Timaru District,6970000 - Levels and Seadown Plains Area,Orari-Temuka-Opihi-Pareora,Arowhenua,1460549,5087609
1566471.0823,5184316.4763,CRC 52970.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"20 Maple Street, BISHOPDALE",2005-04-27,2040-04-26,Christchurch City,6668500 - Dudley Creek,Christchurch - West Melton,Tuahuriri,1566471,5184316
1564301.9345,5184056.5137,CRC 158004.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"20 Sir William Pickering Drive, HAREWOOD",2015-07-17,2043-06-05,Christchurch City,6668800 - Wairarapa Stream,Christchurch - West Melton,Tuahuriri,1564301,5184056
1521490.2359,5154958.9822,CRC 165583.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Railway Terrace East, The Red Shed, Rakaia",2016-02-24,2051-02-24,Ashburton District,6850000 - Rakaia River,Ashburton,Arowhenua,1521490,5154958
1513006.3436,5201625.9304,CRC 167825.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"14 Regent Street, Springfield",2016-05-23,2051-05-23,Selwyn District,6800600 - Hawkins River,Selwyn - Waihora,Taumutu,1513006,5201625
1563202.08,5199131.0823,CRC 191031.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"22 Aschens Road, OHOKA",2018-08-24,2046-09-05,Waimakariri District,6640460 - Ohoka Creek,Waimakariri,Tuahuriri,1563202,5199131
1540161.5325,5165011.6674,CRC 111431.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"505 Boundary Creek Road, BROOKSIDE",2011-05-05,2046-05-03,Selwyn District,6831700 - Hanmer Road Drain,Selwyn - Waihora,Taumutu,1540161,5165011
1570099.8594,5179088.5684,CRC 960561.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"208-212 Hazeldean Road, SYDENHAM",1995-09-29,2030-09-29,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1570099,5179088
1532185.628,5151315.1852,CRC 80025.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"North Rakaia Road, SOUTHBRIDGE",2008-12-16,2043-12-16,Selwyn District,6820700 - Rakaia II Water Race,Selwyn - Waihora,Taumutu,1532185,5151315
1505784.067,5144462.9729,CRC 214833.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,Unknown,Unknown,"730 Hepburns Road, ASHBURTON",2021-04-30,2041-11-22,Ashburton District,6860400 - Winchmore-Somerton Area,Ashburton,Arowhenua,1505784,5144462
1482643.2484,5124103.3709,CRC 150262.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"192 Frisbys Road, HINDS",2014-10-02,2043-10-02,Ashburton District,6920000 - Coldstream Drainage Area,Ashburton,Arowhenua,1482643,5124103
1478800.1755,5141068.5301,CRC 110858.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Barford Road, MAYFIELD",2011-02-02,2046-01-26,Ashburton District,6910000 - Hinds River,Ashburton,Arowhenua,1478800,5141068
1564876.9034,5178732.1658,CRC 153910.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"23 Kilronan Place, Wigram, Christchurch",2015-03-11,2050-03-11,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1564876,5178732
1573230.951,5201104.5656,CRC 204139.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Discharge Point,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"95  Fullers Road, Woodend, Waimakariri",2020-04-06,2031-12-14,Waimakariri District,6640300 - McIntosh Drain,Waimakariri,Tuahuriri,1573230,5201104
1570509.6618,5180188.1575,CRC 961529.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"47 Catherdral Square, CHRISTCHURCH 1",2001-04-03,2031-03-20,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1570509,5180188
1570509.6618,5180188.1575,CRC 961529.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"47 Catherdral Square, CHRISTCHURCH 1",2001-04-03,2031-03-20,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1570509,5180188
1576097.4765,5179288.6806,CRC 697.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Fibreglassing,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"247-9 Dyers Road, FERRYMEAD",2004-06-28,2039-06-25,Christchurch City,6666000 - Charlesworth Drain,Christchurch - West Melton,Tuahuriri,1576097,5179288
1513868.4166,5171987.1866,CRC 80696.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Te Pirita Road, TE PIRITA",2007-12-06,2042-12-04,Selwyn District,6822200 - Glenray Water Race,Selwyn - Waihora,Taumutu,1513868,5171987
1647381.6896,5309122.8083,CRC 186109.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"727 Inland Kaikoura Road, KAIKOURA",2018-06-19,2047-04-03,Kaikoura District,6330000 - Ewelme Stream,Kaikoura,Kaikoura,1647381,5309122
1499926.6536,5138193.3376,CRC 141186.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Cnr East And Cox Streets, ASHBURTON",2013-07-18,2029-06-14,Ashburton District,6870000 - Wakanui Creek,Ashburton,Arowhenua,1499926,5138193
1564801.8902,5179148.356,CRC 991030.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"489 Blenheim Road, CHRISTCHURCH",1999-05-19,2034-05-13,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1564801,5179148
1564801.8902,5179148.356,CRC 991030.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"489 Blenheim Road, CHRISTCHURCH",1999-05-19,2034-05-13,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1564801,5179148
1569409.9554,5184736.3868,CRC 70442.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"500A Cranford Street, CHRISTCHURCH",2006-11-23,2041-11-23,Christchurch City,6640150 - Rhodes Main Drain,Christchurch - West Melton,Tuahuriri,1569409,5184736
1575397.6972,5181487.7878,CRC 962428.20,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"179 Pages Road, CHRISTCHURCH",2009-10-22,2031-07-24,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1575397,5181487
1570199.8534,5178188.9201,CRC 970380.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"220 Brougham Street, SYDENHAM",1996-09-09,2031-09-04,Christchurch City,6664600 - Jacksons Creek Waltham Outfall,Christchurch - West Melton,Tuahuriri,1570199,5178188
1511338.7854,5175026.2132,CRC 91665.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Offal Pit,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Leaches Road, HORORATA",2009-07-31,2044-07-30,Selwyn District,6822200 - Glenray Water Race,Selwyn - Waihora,Taumutu,1511338,5175026
1546738.449,5151518.0779,CRC 201327.00,Discharge Permit (s15),Part Surrender,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"1247 The Lake Road, LEESTON",2019-09-19,2027-10-31,Selwyn District,6832200 - Tramway Reserve Drain,Selwyn - Waihora,Taumutu,1546738,5151518
1476595.203,5151624.8269,CRC 130137.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Mayfield Valetta Road, VALETTA",2012-09-10,2027-09-09,Ashburton District,6880300 - Ashburton River South Branch,Ashburton,Arowhenua,1476595,5151624
1579656.0849,5177269.6029,CRC 52972.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"4 Stilt Lane, NEW BRIGHTON",2005-04-27,2040-04-26,Christchurch City,6660000 - Heathcote Avon River Estuary,Christchurch - West Melton,Tuahuriri,1579656,5177269
1565841.5172,5178638.5856,CRC 40515.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"45 Lunns Road, SOCKBURN",2003-11-07,2038-11-06,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1565841,5178638
1572898.6079,5184696.4775,CRC 61872.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"19 Ridgewood Place, WESTHAVEN",2005-12-05,2040-12-03,Christchurch City,6668300 - Horseshoe Lake Outlet,Christchurch - West Melton,Tuahuriri,1572898,5184696
1565171.8571,5176679.2976,CRC 992730.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Nash Road, HALSWELL",2000-02-22,2035-02-18,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1565171,5176679
1565171.8571,5176679.2976,CRC 992730.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Nash Road, HALSWELL",2000-02-22,2035-02-18,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1565171,5176679
1549132.2664,5174115.9037,CRC 155787.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"20 Westland Place, Rolleston",2015-05-04,2050-05-04,Selwyn District,6821500 - Waimakariri Water Race,Selwyn - Waihora,Taumutu,1549132,5174115
1575707.4227,5194922.5628,CRC 42214.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"11 Shammys Place, BROOKLANDS",2004-05-12,2039-05-11,Christchurch City,6640010 - Brooklands Lagoon,Christchurch - West Melton,Tuahuriri,1575707,5194922
1564421.9882,5180277.9215,CRC 50377.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"79 Colman Avenue, UPPER RICCARTON",2004-08-23,2039-08-20,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1564421,5180277
1564861.8466,5179668.164,CRC 20357.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Curletts Road, RICCARTON",2001-12-10,2036-12-06,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1564861,5179668
1520147.0971,5168748.6218,CRC 130177.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"539 Mitchells Road, RAKAIA",2012-10-09,2027-10-09,Selwyn District,6820300 - Rakaia I Water Race,Selwyn - Waihora,Taumutu,1520147,5168748
1535437.7353,5141729.1614,CRC 152379.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Rakaia Island, LEESTON",2014-10-10,2038-10-13,Selwyn District,6850000 - Rakaia River,Selwyn - Waihora,Taumutu,1535437,5141729
1577284.2486,5252511.4488,CRC 134085.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Dalzells Road, Medbury, Hawarden",2013-03-19,2028-03-19,Hurunui District,6510900 - Waitohi River,Hurunui - Waiau,Tuahuriri,1577284,5252511
1425765.2697,5131937.1995,CRC 101190.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Plantation Road, FAIRLIE",2009-12-15,2044-12-11,Mackenzie District,6960940 - Station Stream,Orari-Temuka-Opihi-Pareora,"Arowhenua, Waihao",1425765,5131937
1572718.6941,5183966.7562,CRC 60290.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"25 Vardan Crescent, SHIRLEY",2005-08-15,2040-08-10,Christchurch City,6668300 - Horseshoe Lake Outlet,Christchurch - West Melton,Tuahuriri,1572718,5183966
